frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,2371.5344,1839.1461,2396.5308,2120.3574,2344.9045,2155.477,21.777649,19.158691,2105.3403,0.25287518
2,6885.1978,7563.814,6980.806,7404.271,7037.495,7388.47,6.3794556,7.605713,7224.506,0.09393255
3,1046.4387,1137.2931,1002.5455,1034.3346,983.50476,836.59094,0.15844727,0.9675293,1091.866,0.083210185
4,760.92194,903.35144,765.67566,771.9081,715.6769,852.5991,5.6480713,4.7297363,832.1367,0.17116117
5,948.8428,1036.2703,956.1102,1014.7787,851.401,873.9594,10.005676,11.419312,992.5565,0.08808313
6,450.064,812.75275,401.78452,663.0609,403.09256,587.291,0.79156494,1.8754883,631.4084,0.5744123
7,2355.0828,2411.6465,2264.7788,2281.798,2261.7883,2266.3894,2.2487183,0.93395996,2383.3647,0.023732716
8,4591.279,4755.3545,4645.781,4749.3887,4587.3594,4691.6084,8.178284,7.977051,4673.3164,0.035109047
9,542.21985,425.51764,500.49353,434.40353,448.5168,365.56302,4.1936035,3.8461914,483.86874,0.24118568
10,1553.5519,1203.4265,1525.1399,1257.885,1497.4673,1235.2072,0.7800293,1.2617188,1378.4893,0.25399208
11,1347.9125,1357.9664,1390.0605,1398.2208,1327.1035,1455.9703,0.55371094,0.34326172,1352.9395,0.0074311937
12,4131.0303,4302.851,4223.4404,4355.7354,4024.4692,3979.926,10.498901,10.190491,4216.9404,0.04074537
13,4124.101,4644.071,4193.9414,4534.8213,4299.9277,4676.2734,3.5877686,0.3234253,4384.086,0.11860391
14,367.89294,406.23676,457.83972,458.30017,352.6045,566.7704,0.39953613,1.703125,387.06485,0.09906302
15,99.86706,304.4705,221.64795,310.02216,186.25224,245.38635,0.21014404,0.030456543,202.16878,1.0120426
16,1590.1956,1505.8431,1809.078,1685.0433,1867.281,1784.3275,8.120972,7.8135376,1548.0193,0.054490548
17,3248.9421,3558.2346,3445.5437,3586.266,3314.7583,3546.0598,16.654602,16.60498,3403.5884,0.09087247
18,500.60895,757.12067,676.697,869.05347,631.6096,789.50964,0.8722534,2.0565796,628.8648,0.40789646
19,811.84,859.77716,842.07526,906.3473,861.26526,1050.6943,3.6777954,3.5410767,835.8086,0.0573542
20,2243.427,2380.231,2095.9646,2239.5454,2004.2609,2352.3853,10.6657715,8.800598,2311.829,0.059175637
21,3382.3245,3164.7332,3379.2312,3215.3171,3362.0889,3182.9055,2.2313232,1.8631592,3273.5288,0.06646995
22,2319.932,2171.7466,2436.2646,2302.6096,2212.8098,2295.339,2.2814941,5.122864,2245.8394,0.06598215
23,664.39734,578.1083,661.5258,584.1664,597.6788,647.65894,0.6671753,1.2139893,621.2528,0.13889524
24,7215.4424,7889.5737,7089.155,7513.5117,7493.2715,7482.8135,7.535034,12.596313,7552.508,0.089259274
25,5929.5386,6485.296,5940.1304,6335.245,6142.8174,6283.0127,2.7142334,6.2858887,6207.417,0.089531176
26,3197.7146,3517.1973,3247.876,3467.3125,3253.9297,3608.8347,8.1521,8.521301,3357.456,0.09515617
27,1265.9878,1223.5474,1334.5468,1323.0133,1380.2161,1436.1278,1.2030029,1.9596558,1244.7676,0.034095064
28,1433.4768,1414.1003,1357.2421,1328.39,1310.4025,1313.2162,7.9957886,5.299988,1423.7886,0.013609089
29,1023.1059,1045.6603,935.2987,932.14166,976.213,851.0714,0.76483154,2.0922241,1034.383,0.021804672
30,1104.4099,909.8663,1087.7467,903.6296,1136.5753,777.0146,0.9334717,1.8100586,1007.13806,0.19316481
31,2029.3391,2028.5919,2077.1904,2025.9418,2107.5073,2033.1322,3.272461,3.6223145,2028.9656,0.00036826273
32,2945.602,2695.0037,3102.2803,2860.6582,3091.6821,2893.5312,3.0979614,3.6044312,2820.3027,0.08885514
33,1349.4636,1045.9421,1383.7311,1090.394,1136.9318,1162.2681,1.6281738,0.5350342,1197.7029,0.2534197
34,2120.3188,2449.8806,2191.0022,2431.2388,2160.4182,2589.3862,3.3986816,1.8883057,2285.0996,0.14422205
35,746.0962,708.29895,845.04694,745.9949,738.5061,762.96844,5.888916,6.124695,727.1976,0.051976576
36,7989.505,8599.908,8057.021,8480.023,7955.87,8433.564,8.486084,3.5151367,8294.707,0.0735895
37,2903.7139,3027.2976,2856.9019,2955.3906,2912.2305,2903.6426,0.5571289,1.574707,2965.5059,0.041673746
38,2471.7505,2334.688,2411.2346,2282.0166,2474.32,2254.8215,4.181885,1.7338867,2403.2192,0.057032876
