frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,919.6942,1114.1348,353.7957,813.4445,1114.247,246.08192,9.948547,6.798462,1016.9145,0.1912064
2,2512.2473,2134.6802,2623.936,2624.7654,2098.6084,1744.3505,9.418091,17.885742,2323.4639,0.16250183
3,772.33057,636.97485,1493.2748,1312.8717,1053.1582,902.6987,1.2484131,5.8635254,704.6527,0.19208854
4,1028.9501,729.05975,975.6892,523.8868,587.41364,590.3001,8.715271,5.093994,879.0049,0.34117025
5,1837.3674,2065.8557,1973.3954,2177.3308,1847.4554,1818.8314,0.890625,2.7902222,1951.6116,0.11707672
6,383.34357,203.70395,485.50327,671.2064,277.4305,390.2673,3.012085,0.5745239,293.52374,0.61201054
7,2245.3423,2180.3298,2321.882,2248.3997,2239.159,2137.0076,0.12042236,0.21435547,2212.836,0.029379698
8,1453.4827,1467.752,1526.9485,1519.2151,1312.9058,1351.5248,1.3764648,3.7888794,1460.6173,0.009769354
9,932.6279,811.5091,1046.0018,904.43097,1074.455,900.2762,0.34002686,5.4570923,872.0685,0.13888684
10,1553.7428,1475.7946,1647.0717,1610.2987,1252.8381,1259.5596,2.125122,4.1882935,1514.7687,0.051458843
11,1818.6508,2012.8545,1888.1871,1869.0955,1652.5952,1548.4181,9.926758,12.628479,1915.7527,0.101372026
12,989.7714,1635.6923,1761.954,2382.0784,814.10583,988.9463,6.1828613,13.673767,1312.7318,0.49204326
13,527.15857,511.21823,1237.0354,1151.3699,1021.2733,989.7727,0.38256836,0.84503174,519.1884,0.030702414
14,1307.6925,1228.7932,1765.2888,1775.9395,1378.2385,1337.6199,0.46313477,1.7945557,1268.2429,0.0622115
15,1152.9092,1393.1688,893.352,1108.2009,751.0092,1244.4849,11.373108,6.4799194,1273.0391,0.1887292
16,701.7558,370.9773,875.9014,648.5737,744.2372,506.1678,7.529175,2.7002563,536.3666,0.6167023
17,3705.1018,3084.9302,3886.9207,3498.1206,3189.8943,2942.4802,20.48706,16.081238,3395.016,0.18267119
18,3396.5557,2144.9143,2716.4343,1901.4338,2272.767,1893.6084,14.064514,8.141357,2770.7349,0.45173624
19,2080.4536,1625.6692,1806.0546,1704.9691,1880.697,1687.7798,13.833435,1.7677612,1853.0614,0.24542329
20,4518.9087,4152.2954,3667.1929,3653.2708,2997.5793,2911.2905,13.268799,12.277466,4335.602,0.08455879
21,3003.6223,3522.4875,2444.8142,2376.3848,1928.2443,2231.4897,18.977234,25.56842,3263.055,0.15901211
22,2528.1646,2564.0842,2368.593,2109.3994,2241.8013,2300.5383,3.770691,6.1690674,2546.1245,0.014107589
23,1478.6752,2647.453,1478.3037,2034.8937,1163.6456,1519.4069,7.607239,12.016663,2063.064,0.5665252
24,4069.9597,4604.642,4412.402,4393.176,4701.1914,4785.898,1.1030273,8.591309,4337.301,0.12327538
25,3700.8037,3398.6985,3856.039,3535.6543,3488.9539,3362.7275,2.366272,3.7822876,3549.751,0.08510603
26,3046.8303,3138.4314,3272.461,3260.4702,3028.3167,2976.1216,9.503784,12.708862,3092.6309,0.029619142
27,1879.0443,848.90015,2197.4976,1699.5381,1603.2966,1560.8263,0.35076904,1.5377808,1363.9722,0.7552531
28,919.53046,448.77927,835.05475,228.38039,858.5526,525.2374,4.4595947,1.5199585,684.15485,0.688077
29,1129.061,736.87256,1036.3345,1184.5144,978.91077,1071.6829,3.584961,4.510437,932.9668,0.42036703
30,1437.5562,1177.5586,1774.5366,1432.3552,1820.7295,1685.113,3.8535767,1.5787354,1307.5574,0.19884218
31,328.21744,831.76666,670.51917,859.8347,528.80646,949.6212,1.267456,6.0405273,579.99207,0.8682002
32,3818.0864,4070.1648,3896.1387,3826.812,3850.4053,4022.9382,11.297974,14.58429,3944.1255,0.06391236
33,1082.7686,1100.7452,1338.2179,1303.9418,886.5668,822.97675,12.883057,13.268921,1091.7568,0.016465832
34,2263.2642,2027.351,2147.813,2058.1267,1990.4817,1815.8293,11.404968,7.4158325,2145.3076,0.109967075
35,1391.5463,1454.949,1389.4032,1273.3088,1190.8788,1185.5898,5.7695312,11.05249,1423.2476,0.044547915
36,7482.9746,6718.1787,7375.8276,6810.0317,7382.3564,6900.548,6.495056,1.2302246,7100.5767,0.10770898
37,710.1605,621.33466,666.37585,615.4712,336.57614,225.34386,1.2129517,4.98584,665.74756,0.13342275
38,1615.2773,1656.7418,1826.8733,1753.791,1846.0881,1886.1116,0.50665283,0.14898682,1636.0095,0.025344888
39,1887.8445,1925.5981,1887.8604,1936.2993,1894.5574,2029.2396,4.2631226,1.251709,1906.7213,0.019800304
40,1928.9336,1928.5787,1958.5192,1952.9749,1813.1891,1901.0157,6.419983,1.9319458,1928.7561,0.00018398304
41,859.9798,945.8726,1164.1405,1308.6255,1012.25995,1137.2982,4.234009,6.895874,902.9262,0.09512718
42,1410.8301,1392.7644,1276.8328,1224.7411,1139.2562,1079.7738,5.4575806,7.3372803,1401.7972,0.012887509
43,1729.6174,1846.7799,1881.3287,1874.9739,1719.2462,1735.9357,3.6906738,1.1855469,1788.1987,0.06551983
44,543.15796,1179.3159,1208.2709,1119.269,1019.7566,1035.3174,4.748657,2.5929565,861.23694,0.73865616
45,760.6866,1440.9697,1045.7924,1210.9823,1008.26105,1382.3568,1.7352295,1.072937,1100.8281,0.617974
46,605.47064,827.60205,778.3353,788.2178,731.0327,710.38696,2.0126343,3.1340332,716.5364,0.31000715
47,561.1214,295.21048,457.36728,171.35095,505.10376,103.017494,4.0651245,3.130188,428.16595,0.62104636
48,5024.549,5414.3477,5476.284,5182.163,4926.9395,5046.9067,7.8757935,3.7374878,5219.448,0.074682
49,2514.5188,2585.1177,2562.4814,2620.7422,2437.0576,2628.33,2.7179565,0.3557129,2549.8184,0.027687807
50,4649.9414,4598.59,4723.157,4689.577,4538.8193,4533.0024,2.2810059,1.333374,4624.2656,0.0111048035
51,613.141,721.64124,852.5775,799.9381,768.12354,724.0298,2.5491943,2.336792,667.3911,0.1625737
52,683.3242,857.991,688.76465,772.8936,677.9224,787.64557,1.8813477,0.09613037,770.6576,0.22664645
53,956.8906,1089.9161,961.0862,895.30084,853.5054,630.611,2.8303833,1.7364502,1023.4034,0.12998345
54,2176.8125,2023.5175,2437.8672,1964.2549,2055.1108,1859.7133,4.136841,4.863098,2100.165,0.0729919
55,3445.735,3271.6038,3491.9158,3240.4038,3157.6992,3212.5417,3.175476,0.22998047,3358.6694,0.05184534
56,406.39008,456.27844,456.74527,353.92715,401.7653,371.91315,2.9135132,4.3654785,431.33426,0.11566057
57,1296.3076,1313.9803,1071.3281,781.96027,1049.0848,763.8629,8.907776,12.7677,1305.144,0.013540827
58,1588.5787,1223.4313,1272.7747,1080.4706,1277.1091,1321.5021,0.021972656,0.47961426,1406.005,0.25970566
59,1540.2272,1414.6447,2068.9822,1982.7776,2049.8784,2051.483,2.534912,3.935913,1477.4359,0.085000314
60,3984.0527,3652.935,4943.034,3621.945,4592.0566,3953.1042,5.0670166,7.647461,3818.494,0.08671421
61,1447.0721,1434.1743,1397.1779,1554.4585,1402.0155,1790.455,4.7678833,7.8289185,1440.6233,0.008952949
62,4096.152,3422.8262,3648.163,3101.2942,3261.9006,2834.295,11.140381,1.5373535,3759.489,0.17910032
63,1167.1177,816.91833,996.0736,827.84247,988.14905,1072.103,8.880005,3.2664185,992.018,0.35301712
64,5599.215,4714.673,4763.987,4006.3625,3770.0322,3638.5203,7.759033,14.1779785,5156.944,0.17152445
