frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,3685.0823,4027.3926,3881.9778,4155.4707,3878.9734,3989.9744,11.483887,12.139832,3856.2373,0.08876795
2,3853.7622,3794.1135,3959.6836,3963.7168,3979.6277,3754.3713,3.7544556,6.213623,3823.938,0.015598757
3,623.8803,865.91156,761.0873,975.41986,838.92053,1025.2766,3.1086426,0.040405273,744.89594,0.32491955
4,3003.5857,2393.3328,3053.5085,2528.342,3109.212,2538.4058,6.8061523,4.525757,2698.4592,0.22614865
5,9373.769,9305.734,9501.926,9406.713,9445.1455,9392.189,17.729431,17.647827,9339.752,0.007284367
6,5375.947,5384.4653,5476.8086,5494.5137,5450.83,5426.563,11.841797,13.598511,5380.206,0.0015833138
7,2106.8652,2078.2642,2088.7126,2076.3047,2095.3882,2055.7458,2.3565063,0.8824463,2092.5647,0.013667952
8,524.2517,477.54156,522.1864,497.7684,543.05084,441.3866,3.3214111,3.1323242,500.89664,0.09325306
9,4044.0972,4274.6626,4146.489,4317.027,4132.8003,4350.998,2.116211,1.4163818,4159.38,0.055432644
10,2277.3115,2150.8682,2375.3481,2236.7866,2371.5483,2169.6936,2.510498,2.744629,2214.0898,0.057108503
11,2999.5847,3246.0845,3118.687,3299.7708,3015.387,3321.2305,0.56884766,3.2695923,3122.8345,0.078934625
12,6741.754,6342.3833,6872.6836,6499.6655,6946.7944,6282.915,12.156982,9.953491,6542.0684,0.061046533
13,2288.8218,2461.9888,2232.376,2462.324,2373.0137,2718.6501,5.3518066,4.2922363,2375.4053,0.072899975
14,411.4582,799.5971,457.26147,831.76434,643.40875,772.57605,3.5028687,0.8944092,605.52765,0.6409929
15,2123.515,2179.87,2146.7625,2197.7234,2169.6074,2131.235,1.3078613,1.1430054,2151.6924,0.026191115
16,1206.9684,834.37036,1175.5101,892.9707,1144.1691,877.35986,4.760681,2.3153687,1020.6694,0.3650526
17,2976.2883,3271.8374,3117.2314,3285.1128,3035.6516,3209.1995,3.1298828,6.175354,3124.063,0.09460407
18,1914.0527,1792.0898,1959.4812,1868.7163,1923.202,1801.3398,1.9924927,2.9915771,1853.0713,0.06581662
19,540.1772,583.67175,533.9935,534.05396,515.6656,580.28577,3.5351562,4.386902,561.92444,0.077402875
20,4079.423,3869.551,4086.4478,3887.839,4020.9204,3873.1567,13.626343,11.796631,3974.487,0.05280482
21,2127.4336,2093.3335,2264.6252,2218.5972,2236.7915,2087.9685,4.918457,5.041748,2110.3835,0.016158247
22,2063.3843,2004.1241,2165.3765,2050.0562,2068.043,1970.3938,3.9100342,4.2269287,2033.7542,0.029138297
23,1633.7764,1661.0452,1674.3517,1706.631,1633.6492,1674.5642,1.5549316,2.6468506,1647.4108,0.016552519
24,1529.7253,1773.8882,1436.7131,1660.0012,1690.8806,2009.1185,0.80389404,1.041626,1651.8068,0.14781561
25,514.0593,288.16855,459.56525,315.54688,599.5133,504.3051,1.5767212,0.22088623,401.11395,0.56315863
26,1816.023,1592.5426,1845.4287,1659.5624,1859.544,1608.8729,2.1760864,0.2819214,1704.2827,0.13112868
27,541.84644,758.4062,685.21344,862.7897,621.6349,729.87616,2.6364746,1.1401367,650.12634,0.3331041
28,2385.846,2307.4282,2367.5977,2299.7444,2406.6423,2353.278,2.065918,1.5205078,2346.6372,0.033417065
29,779.2382,788.9653,906.7084,879.02704,909.72565,868.4577,1.8840332,0.8501587,784.10175,0.012405342
30,949.6158,1134.0686,1007.43164,1152.7252,993.9335,975.49805,0.13049316,2.2070312,1041.8422,0.17704488
31,946.7144,929.48145,994.0324,970.47217,886.76965,896.4487,3.8182373,0.49847412,938.0979,0.01837012
32,1733.7867,1886.7706,1834.7969,1939.287,1741.2393,1860.6019,3.9418945,0.6405029,1810.2787,0.08450847
33,2757.7737,2838.09,2825.775,2832.131,2761.1353,2744.9858,4.0844727,5.84375,2797.932,0.028705632
34,3183.4856,3209.353,3192.0322,3230.762,3230.3823,3254.653,7.537842,7.536072,3196.4194,0.008092628
35,5796.8774,5839.82,5815.047,5845.6147,5790.067,5781.8823,9.640564,10.55835,5818.3486,0.00738051
36,3267.4802,3589.4983,3403.5098,3574.0615,3449.4192,3778.678,5.92572,8.247314,3428.4893,0.09392419
37,6654.045,6466.382,6558.3325,6438.84,6680.3135,6675.2925,15.348694,15.229065,6560.2134,0.028606247
38,3854.248,3517.19,3579.1392,3356.8003,3701.4292,3385.6287,13.566284,7.848877,3685.719,0.09144976
39,8023.214,8034.031,8093.5864,8090.489,8047.1064,8107.7915,14.747498,16.176575,8028.622,0.0013472915
40,1589.8633,1735.3368,1622.2063,1708.7001,1636.9928,1838.8931,6.9851074,9.801819,1662.6001,0.08749759
41,2003.3995,1859.4277,1773.7758,1783.4913,2015.8826,1864.7236,11.002258,9.006714,1931.4136,0.074542195
42,1155.2611,1506.0149,1349.1879,1677.4758,1345.8026,1601.2084,1.9587402,0.47302246,1330.638,0.2635982
43,1483.9265,1510.3407,1431.7739,1460.1104,1433.6566,1508.617,0.67248535,0.93774414,1497.1335,0.017643172
44,5633.8623,5367.0894,5436.33,5266.8604,5421.053,5141.1543,13.352112,9.966553,5500.4756,0.04849998
45,2827.2668,2895.9556,2945.7378,3051.4797,2947.507,2981.5818,5.1741943,5.1381226,2861.6113,0.024003511
46,735.83563,1323.8208,1025.5298,1392.4011,975.852,1225.6407,1.6647339,3.6001587,1029.8282,0.5709546
47,1282.8436,1172.0088,1255.5396,1151.3304,1275.1179,1128.0991,2.3985596,2.7398071,1227.4263,0.09029857
48,9644.963,9392.307,9663.659,9398.746,9563.393,9112.786,15.430115,14.526367,9518.635,0.026543329
49,6261.1743,6034.42,6299.595,6048.1904,6240.947,5847.2285,17.52008,13.543274,6147.797,0.036883846
50,343.70404,622.04407,357.9509,628.74115,425.1132,394.89532,2.8981323,0.080200195,482.87405,0.57642365
51,3459.8533,3874.2332,3654.8254,3991.3977,3646.1394,4097.696,3.4472656,4.1401978,3667.0432,0.11300109
52,3604.4968,3713.268,3741.6848,3816.2366,3711.3628,3839.5046,5.5985107,6.180847,3658.8823,0.029727995
53,2702.7905,2629.996,2706.298,2638.8376,2559.3984,2353.1672,11.8029175,11.528076,2666.3933,0.027300712
54,4419.199,4545.773,4514.7686,4593.8706,4521.9575,4495.5884,7.9224243,10.020081,4482.4863,0.028237393
55,206.8183,171.0813,202.38206,283.72656,173.94034,236.90178,0.30114746,1.4602661,188.9498,0.1891349
56,961.4014,1059.7144,882.0633,1179.5885,860.0272,1247.265,8.865906,7.463623,1010.55786,0.0972858
57,2659.712,2644.5437,2706.1575,2647.5103,2754.859,2648.923,2.5211792,4.114746,2652.128,0.0057192612
58,3045.0188,3024.4084,3095.789,3046.804,3079.9807,2953.4055,3.0055542,4.1935425,3034.7136,0.006791531
59,1935.8936,1918.112,1978.7216,1952.2882,2013.0854,1933.4076,1.6065674,3.661499,1927.0028,0.009227539
60,767.751,615.21747,831.78674,637.2874,526.1427,480.7506,0.6501465,5.626404,691.48425,0.22058855
61,1047.4637,926.2568,1075.4867,974.6765,1147.1442,867.9356,2.2235718,0.38232422,986.8602,0.12282081
62,2344.153,2537.951,2484.1233,2565.5132,2406.9558,2556.2502,1.2895508,4.4958496,2441.052,0.07939112
63,772.7741,654.4004,667.6084,608.72723,627.8096,590.3259,1.5271606,0.3848877,713.5873,0.1658854
64,3841.7205,3498.027,3783.0051,3570.5972,3860.629,3623.0063,10.7052,4.48645,3669.8738,0.093652636
65,5432.388,5688.2026,5573.3794,5759.004,5537.6763,5642.5054,6.901306,9.437805,5560.2954,0.04600735
66,3350.3062,3519.4985,3429.408,3613.516,3405.0596,3566.2488,4.6314697,5.3565674,3434.9023,0.049256824
67,277.73663,197.31848,222.20352,224.15251,212.56158,196.04744,2.4295654,1.2022095,237.52756,0.33856347
68,1412.8079,1295.06,1456.3655,1366.7726,1487.9498,1362.5011,0.037841797,0.18572998,1353.934,0.08696717
69,1621.2585,1622.1692,1601.7294,1627.6953,1596.9178,1622.8423,4.5861206,3.420044,1621.7139,0.00056153216
70,2851.331,3114.6194,3001.095,3158.3804,2880.7932,3082.2502,4.2006226,8.208557,2982.975,0.08826367
71,3175.5974,3257.2656,3268.3435,3319.3667,3240.1396,3230.542,6.2265015,7.5786133,3216.4316,0.025390936
