frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,3423.8845,6102.588,3678.0461,5468.901,3229.939,5754.3315,14.101624,8.926392,4763.2363,0.5623705
2,7687.2827,7678.628,7789.865,7699.8247,7861.3213,7559.2476,2.5601807,4.754822,7682.955,0.0011264917
3,816.28723,286.6563,771.24243,420.08246,1099.3322,701.1814,0.33154297,1.013977,551.4718,0.9603953
4,1258.0629,1888.7454,1273.5879,1854.9126,1609.9281,2115.5571,3.133484,5.7788696,1573.404,0.4008395
5,1918.432,1187.4923,2104.8674,1426.7968,1745.4817,754.5312,4.005005,5.869629,1552.9622,0.4706745
6,1320.9536,1418.7506,1352.0624,1418.2148,1615.4967,1722.2472,6.837036,5.790222,1369.852,0.07139238
7,596.9204,744.99695,949.78784,958.9892,627.7584,833.47894,0.27252197,0.8392334,670.9587,0.22069398
8,2033.8054,1593.9934,2045.1097,1695.3036,1800.8383,1569.8622,10.877441,9.553101,1813.8994,0.2424677
9,1033.3843,531.17773,1145.2507,795.21423,775.7188,821.2678,3.727478,3.2120972,782.281,0.6419772
10,2007.9951,1827.0281,2090.5078,1872.307,1932.8417,1791.5767,8.833496,7.677429,1917.5116,0.09437598
11,10581.06,10485.79,10944.45,10662.377,11649.182,10903.844,0.7267456,2.2643433,10533.425,0.009044497
12,3925.0042,3887.0476,4128.5566,4152.204,4665.0044,4400.4043,1.6981812,2.2597656,3906.026,0.009717433
13,9854.768,10388.244,9903.286,10264.083,10247.497,10478.588,4.4626465,1.86969,10121.506,0.052707233
14,4079.4043,4169.4834,4301.3965,4192.411,4506.662,4173.504,1.0222778,3.2406006,4124.444,0.021840302
15,1602.1985,1889.2822,1662.5697,1789.7347,1599.6794,1996.0975,5.1190796,5.2285156,1745.7404,0.16444813
16,4415.603,3893.895,4534.5957,4139.6274,4301.163,3741.6655,4.0724487,5.8361816,4154.749,0.12556908
17,2987.5732,2963.261,2969.1912,2951.0894,2881.2607,2905.9348,6.76593,4.8740845,2975.417,0.0081710415
18,532.2278,708.498,445.38382,690.73956,467.6358,646.123,5.3912354,5.3877563,620.3629,0.28414047
19,2098.2146,1132.7914,2309.558,1256.8083,1842.7467,992.9089,2.3345947,2.0056152,1615.5029,0.59759915
20,632.3929,508.77063,530.25024,539.50867,569.0449,453.86792,2.3894653,2.5648804,570.5818,0.21666001
21,3932.268,4035.9397,4058.4731,4156.592,4011.4504,4301.0054,9.621033,10.455811,3984.104,0.026021317
22,4529.21,4765.54,4649.4077,4751.3916,4778.273,4695.2246,1.5756836,0.20458984,4647.375,0.05085238
23,511.87796,675.5775,706.64026,679.0957,209.67294,598.3374,1.3608398,2.3621826,593.7277,0.27571484
24,7197.888,7703.157,7257.529,7678.086,7294.9155,7349.4575,4.2276,5.6707764,7450.5225,0.06781659
25,1572.3854,1726.673,1600.2687,1837.1322,1660.2417,1996.0812,7.0999756,3.6651,1649.5292,0.09353433
26,2506.687,2686.6052,2607.2134,2800.7432,2642.9893,2788.135,0.69976807,0.20721436,2596.646,0.06928869
27,751.4282,870.09094,811.92725,839.9865,912.1208,921.1904,2.470337,2.3078613,810.7596,0.14635994
28,2753.164,3250.6328,2868.8977,3170.5308,3000.2903,3390.35,3.475586,3.3218384,3001.8984,0.16571805
29,3531.2908,4171.436,3589.4885,4044.7874,3937.4758,4307.211,3.703125,6.2592773,3851.3633,0.16621265
30,1011.5635,1227.7068,1021.8925,1212.449,1179.361,1274.4982,3.9432983,4.955261,1119.6351,0.19304799
31,1395.4335,1461.4424,1414.4415,1474.7537,1464.377,1546.48,2.5457153,1.604187,1428.438,0.046210553
32,721.93665,1216.0498,793.02405,1112.6423,931.5994,1189.7156,0.73046875,1.8770752,968.9932,0.5099243
33,1406.7366,1546.5021,1320.494,1459.3142,1464.7108,1398.7539,3.2183838,2.8599243,1476.6194,0.094652355
34,506.67975,628.8458,536.8751,576.70386,556.1991,610.9519,0.52667236,0.5689087,567.7628,0.21517096
35,1876.7164,1581.6431,1874.0375,1634.029,1869.3324,1450.4786,1.8909302,0.6871338,1729.1797,0.17064355
36,8761.298,8785.215,8896.926,8803.252,8824.064,8322.196,0.09820557,0.10272217,8773.256,0.002726125
37,3415.144,2972.139,3365.707,3085.7495,3535.9512,2830.929,1.6287231,2.163269,3193.6416,0.13871473
38,1714.065,1762.5491,1720.8069,1783.1356,1862.9652,1917.1261,1.4356079,1.9728394,1738.307,0.027891582
