frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,821.79346,712.2732,698.0676,494.80215,421.63367,649.8736,8.44458,6.0838013,767.0333,0.14278424
2,6021.7065,5535.84,6083.807,5694.7827,5674.481,5045.4785,21.441772,18.491882,5778.7734,0.08407783
3,3328.6716,3194.191,3446.5652,3311.3877,3363.452,3264.325,11.5373535,9.251221,3261.4312,0.04123365
4,2149.3037,1996.5547,2152.6392,2079.8792,2135.9436,2017.1249,7.729309,3.2485962,2072.9292,0.07368752
5,389.25204,782.1308,404.9643,650.09656,349.81204,617.3097,1.5367432,2.4854126,585.6914,0.6707948
6,1358.5863,1189.1191,1566.9738,1315.1508,1484.7775,1284.2284,1.4272461,0.3088379,1273.8528,0.13303512
7,591.8237,654.93634,532.66675,450.2464,324.68207,463.30557,5.400696,1.1185913,623.38,0.101242594
8,607.9533,955.8027,710.20636,886.259,580.9666,711.52747,0.058044434,1.0136108,781.878,0.44488958
9,7453.8594,7191.3228,7605.583,7290.7017,7434.641,7100.789,14.838623,13.741516,7322.591,0.03585297
10,1966.5782,2092.0842,2017.8383,2088.3647,2007.274,2048.2703,1.0198364,1.0442505,2029.3313,0.06184598
11,7001.684,7107.015,7206.9565,7222.723,7177.393,7136.548,10.489502,14.196655,7054.3496,0.014931363
12,573.5225,785.2584,794.9948,882.20166,1094.0049,742.72455,4.621155,8.504456,679.3905,0.31165567
13,4111.0396,4278.9087,4194.7856,4291.8345,4199.2983,4227.39,8.941467,6.364319,4194.974,0.04001673
14,812.58185,648.4098,635.2655,621.10077,577.8369,490.62045,7.38208,6.0908813,730.49585,0.22474058
15,6445.5854,6907.574,6632.9683,6948.031,6658.452,6823.9644,4.584961,11.055054,6676.58,0.06919542
16,5465.019,5432.6123,5651.3423,5601.5728,5646.509,5415.82,1.4941406,3.0011597,5448.8154,0.0059474832
17,1390.6674,1335.8312,1483.9299,1569.8544,1516.2439,1581.5111,4.746582,3.3065186,1363.2493,0.04022462
18,4632.182,4796.946,4849.996,4954.924,4893.5654,4724.061,3.1432495,8.695923,4714.564,0.03494781
19,1623.1517,1761.7678,1710.7028,1844.8464,1621.5194,1730.6857,1.8753662,5.3446655,1692.4597,0.08190215
20,9128.004,9318.767,9382.757,9361.554,9362.847,9158.008,9.661926,16.712158,9223.385,0.020682504
21,2447.9758,2440.5688,2360.5222,2376.683,2459.6208,2446.0474,2.2924194,3.1514282,2444.2725,0.0030303423
22,4419.792,4535.933,4448.0337,4469.418,4286.233,4247.1226,11.08783,14.046143,4477.8623,0.025936732
