frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,8273.524,7665.2324,7431.956,7014.402,6953.288,6348.775,31.386963,35.747864,7969.3784,0.076328665
2,3704.6855,3182.5903,3869.8655,3383.5132,3516.9407,3071.923,9.444275,13.328918,3443.638,0.15161154
3,662.25903,657.7158,525.48114,442.62936,339.20743,202.96172,2.2474365,7.669922,659.9874,0.006883787
4,6351.8174,6531.1553,6511.7905,6645.63,6323.0444,6258.2783,17.659424,18.940735,6441.4863,0.027841073
5,9095.83,9239.809,9365.199,9478.152,8845.027,8876.261,26.41272,23.266907,9167.819,0.015704772
6,1242.1304,1152.8815,1257.831,1240.1715,1452.2439,1400.2361,2.9858398,3.6115112,1197.5059,0.07452899
7,3004.9167,2920.1829,3018.1614,3003.3533,2998.8904,2933.283,4.3742676,2.5951538,2962.5498,0.028601674
8,3170.6667,2831.218,3150.6497,3007.3386,3057.156,2950.2832,15.325623,6.1957397,3000.9424,0.113114044
9,3639.783,3440.4172,3707.1592,3520.6943,3544.8765,3328.526,10.0425415,6.670288,3540.1,0.05631641
10,4097.57,4366.438,4243.2217,4446.9604,4001.2002,3999.5366,14.627441,17.454834,4232.004,0.063532114
11,3251.771,3341.5117,3181.1765,3265.1453,3127.8784,3096.9492,12.555725,13.932007,3296.6414,0.027221864
12,6811.158,6594.432,6745.3354,6710.0264,6692.312,6520.8433,26.412659,15.300659,6702.795,0.032333687
13,3323.56,3494.7766,3309.391,3391.8447,3197.7727,3204.297,0.6754761,10.250488,3409.1685,0.05022238
14,3678.622,3619.0781,3629.7954,3500.4954,3729.7007,3478.652,0.30200195,7.9420166,3648.85,0.01631855
15,1353.1183,1421.8771,1215.361,1312.9176,1150.6074,1087.5032,0.35943604,3.7766113,1387.4977,0.04955597
16,187.94284,170.43604,201.55907,288.7124,267.59247,408.4581,0.9333496,0.79711914,179.18944,0.097699985
17,1091.218,943.47943,939.0786,809.5683,950.58466,862.0825,4.838379,5.0932007,1017.34875,0.1452192
18,1621.5374,1726.92,1793.4984,1724.5729,1591.2488,1603.586,9.60321,11.824158,1674.2288,0.062944025
19,1154.0371,1174.6902,1236.0704,1218.8882,1226.4043,1063.706,4.567505,7.7964478,1164.3636,0.017737651
20,532.4293,592.06744,427.1942,521.5189,359.4646,535.823,0.9907837,0.57366943,562.2484,0.10607077
21,253.25821,160.85144,257.5556,233.5243,380.13016,370.839,0.041748047,0.33892822,207.05482,0.4462913
22,2250.2195,2382.541,2518.8186,2610.8228,2466.2454,2386.5732,8.611389,10.162598,2316.3804,0.05712427
23,1687.5354,1737.3827,1643.8556,1668.5092,1514.1097,1528.3373,6.52417,7.12677,1712.459,0.029108604
24,966.32776,1915.559,1600.2429,1772.6665,1365.0573,1548.6053,7.347412,16.46991,1440.9434,0.6587568
25,1763.8245,1742.2687,1914.6707,1829.2198,2144.0203,1974.1719,1.8887329,1.1550293,1753.0466,0.012296185
26,1362.7814,1173.234,1216.4886,1137.9982,1325.6655,1286.5297,2.1032715,0.39196777,1268.0077,0.1494844
27,2274.4932,2121.8718,2097.7573,2050.8455,1974.4147,1650.469,1.8693237,1.6401978,2198.1826,0.069430694
28,3195.9502,3246.0889,2825.936,2880.9143,2935.114,2512.0525,5.7072754,10.789001,3221.0195,0.015566087
29,3694.935,4141.7925,4001.7993,4172.9087,3764.8416,3641.6382,17.542725,19.80542,3918.3638,0.11404184
30,3684.6965,4082.938,3903.3042,4195.293,3731.221,3921.7896,14.004272,12.141968,3883.8174,0.10253867
31,2974.4883,2961.93,2950.892,2966.887,2816.0881,2867.8318,9.387207,9.887817,2968.209,0.004230952
32,494.31866,584.7523,427.39584,472.89062,473.69006,559.70544,3.2502441,2.8735962,539.5355,0.16761391
33,5775.405,6099.1245,5614.0454,5918.9707,5555.606,5436.7144,22.637573,26.954712,5937.2646,0.05452338
34,1981.3049,1971.703,1859.4775,1946.9111,1749.9459,1841.7285,10.578064,11.193298,1976.5039,0.004858037
35,2068.6875,2010.0566,2141.2407,2184.2722,2054.7295,2027.3425,6.5075073,6.6278687,2039.3721,0.028749466
36,6522.7817,6479.6826,6315.5806,6378.28,6130.2803,6221.003,16.73291,9.46106,6501.2324,0.006629377
37,1276.3517,1518.7831,1190.8278,1431.3177,1292.4154,1442.1621,1.4292603,4.988037,1397.5674,0.1734667
38,3573.4167,3445.5725,3903.2114,3723.7026,3615.366,3502.3228,13.576111,12.153687,3509.4946,0.036428105
39,2093.7632,2000.1211,2079.6448,2026.7526,2171.3103,2019.7759,6.914917,5.2140503,2046.9421,0.045747306
40,663.9166,972.62335,655.89575,890.82855,545.76685,716.532,0.14056396,0.060913086,818.27,0.37726754
41,5319.515,5246.219,5414.8467,5430.3135,5066.814,5088.9644,17.476685,12.141724,5282.867,0.013874264
42,3503.3188,3274.9048,3718.9614,3657.7336,3542.833,3463.416,14.093933,9.267517,3389.1118,0.06739644
43,4836.012,4819.863,5035.4365,5053.0205,5030.715,4945.219,18.575562,13.051636,4827.9375,0.0033449924
44,5728.243,5775.957,5538.918,5565.705,5219.863,5284.3735,17.658142,13.172546,5752.1,0.008295034
45,619.70734,1060.4226,497.37097,763.49457,522.9977,594.31036,0.16448975,7.1815186,840.06494,0.5246205
46,4526.035,4715.2744,4498.458,4589.548,4302.774,4338.955,11.406982,12.600769,4620.655,0.040955074
47,2034.0422,2154.6604,2022.245,2155.7764,1956.2954,2034.3176,3.9956055,5.6243896,2094.3513,0.057592135
48,2549.0723,3103.9,2936.6013,3150.2593,2760.6836,2856.8552,21.39746,23.456238,2826.486,0.1962959
49,795.6592,855.45685,777.5454,792.64075,873.2652,827.67,0.39105225,0.48132324,825.558,0.07243303
50,983.4478,1089.8247,958.9477,970.02075,942.59033,849.58264,1.8064575,2.494751,1036.6362,0.102617376
51,5543.3745,5737.4663,5455.925,5715.0693,5568.245,5561.9165,14.71344,18.420166,5640.4204,0.034410875
52,1279.2299,1396.0049,1146.3079,1304.5669,1058.0577,1186.5092,3.828125,2.0118408,1337.6174,0.08730076
53,1525.2894,1795.0908,1449.6583,1588.5952,1242.39,1249.4204,3.9485474,7.0355835,1660.1902,0.16251235
54,1271.9028,1283.8992,1501.0182,1514.231,1679.1738,1599.5269,0.17297363,0.5161743,1277.901,0.009387533
55,327.8278,444.06393,228.9015,293.15485,201.25665,267.4739,4.052124,5.1453857,385.94586,0.30117214
56,749.429,498.93784,735.54266,691.5251,937.36005,806.57227,3.9817505,0.23083496,624.1834,0.4013102
57,1527.7649,1420.3258,1355.5767,1252.0839,1221.7343,1091.6681,4.274719,0.0758667,1474.0454,0.07288723
58,506.6119,730.7081,636.4063,729.61395,604.2967,636.5989,5.055542,6.3863525,618.66003,0.3622284
59,1294.4679,1135.431,1397.4053,1246.0133,1553.4631,1290.6868,1.3746338,0.83251953,1214.9495,0.13089998
