frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,4670.445,6378.3726,4898.026,5702.625,3477.0518,3805.2515,31.901123,39.49109,5524.4087,0.3091603
2,3559.071,3661.42,3285.4294,3274.3003,2331.9397,2087.429,22.991272,27.654053,3610.2456,0.028349562
3,2135.8408,2302.4075,1992.0228,1869.3599,2075.7014,2105.7886,9.75946,9.19635,2219.124,0.07505964
4,3535.65,3674.0708,3516.6687,3638.0645,3237.0667,3544.2058,2.9351807,1.1503906,3604.8604,0.038398407
5,4172.9194,4278.0054,4354.068,4279.7896,4124.489,3968.8372,6.3285522,10.952759,4225.4624,0.02486969
6,2581.9727,2553.8403,2619.1277,2589.039,2536.067,2535.785,4.531067,2.8413696,2567.9065,0.010955354
7,2230.4978,1849.1914,2011.5825,1671.075,1672.8527,1446.7285,7.3809814,6.00708,2039.8446,0.18692914
8,1180.247,1364.236,1088.1761,1271.087,1129.7803,1231.7755,1.1781006,3.7597656,1272.2415,0.144618
9,2731.0427,2287.1072,2636.565,2293.373,2346.543,2232.8892,2.930725,1.3135986,2509.075,0.17693196
10,2900.8481,2693.206,2827.306,2486.1694,2397.042,2193.4548,9.022278,11.082886,2797.027,0.07423671
11,2138.198,1641.1205,2011.961,1590.4183,2019.1632,1724.7622,1.7091064,0.052124023,1889.6592,0.26305142
12,3628.1956,3232.1375,3928.5576,3508.682,3453.2627,3101.3152,3.8971558,8.155884,3430.1665,0.11546323
13,665.0104,544.3109,618.7203,455.79178,735.59454,684.6777,4.8951416,5.449463,604.66064,0.19961521
14,1476.1201,1422.3573,1766.3636,1663.4346,1671.6476,1542.8298,4.801941,7.744751,1449.2388,0.03709728
15,2101.7417,2135.5244,2162.9202,2045.248,2028.4609,1969.2446,3.5043945,7.3097534,2118.633,0.015945524
16,2697.341,2636.8906,2847.2202,2637.139,2677.3472,2525.265,0.02178955,0.23181152,2667.1157,0.022665098
17,1644.776,1352.5654,1523.0298,1286.9246,1016.0437,926.03314,7.091614,5.2546387,1498.6707,0.19497985
18,929.2239,1007.1555,917.6035,963.23895,1004.6264,951.81744,1.4886475,0.3925171,968.1897,0.08049212
19,1467.9236,1732.1313,1612.1239,1706.1245,1392.2112,1464.9224,7.727295,8.77301,1600.0275,0.16512702
20,2559.387,2543.3389,2881.6711,2886.0989,2663.026,2554.5732,12.353394,11.926819,2551.3628,0.0062900092
21,298.6734,282.39905,272.14102,322.7336,191.88065,231.9107,1.0463257,0.15484619,290.53622,0.056014884
22,1508.6383,1396.2395,1546.9478,1424.4044,1482.3152,1416.8093,0.8999634,0.06451416,1452.439,0.07738625
23,1465.1704,1283.9508,1469.6199,1305.2283,1456.0729,1229.4335,4.3657837,2.003601,1374.5605,0.13183822
24,3664.1738,3022.1082,3564.794,2969.2131,3128.3997,2828.2876,7.352722,3.8590088,3343.141,0.19205461
25,1436.4565,1749.1003,1593.1532,1769.6255,1450.8368,1603.1189,6.459717,11.658508,1592.7784,0.19628832
26,1932.519,1774.2437,2002.2949,1821.9202,1890.099,1702.0198,0.016235352,2.753418,1853.3813,0.085398175
27,618.1334,541.62164,651.8995,613.26605,718.5879,641.59485,0.37994385,0.71624756,579.87756,0.13194472
28,1024.515,928.8929,869.0968,811.0261,831.0911,918.65625,7.4364624,6.1549683,976.704,0.09790288
29,3615.6775,3344.9985,3705.474,3414.4268,2934.9314,2528.031,16.899536,20.349915,3480.338,0.07777376
30,940.044,486.99713,944.8977,643.07965,1062.8276,858.4899,5.3079834,3.934021,713.52057,0.6349458
31,1879.8481,1659.2961,1917.779,1834.839,2102.7493,1819.4556,0.11755371,0.17614746,1769.5721,0.12463578
32,4197.627,3702.028,3851.8652,3467.6873,2996.7344,2642.0679,19.350647,20.190002,3949.8276,0.12547354
33,2569.1099,2351.9314,2323.0796,2091.1663,2079.005,2132.3875,12.967224,4.7963867,2460.5205,0.088265255
34,2338.0535,2293.458,2654.8997,2535.8765,2311.1223,2219.2358,8.550293,8.797607,2315.7559,0.01925741
35,1781.83,1691.5784,1746.8154,1690.4955,1650.6993,1760.6917,2.13208,0.3793335,1736.7041,0.051967163
36,5217.2373,5081.59,5323.2764,5244.049,5284.6714,5279.756,11.655029,13.474182,5149.4136,0.026342312
37,3865.7788,3872.8545,4095.7217,4029.8423,3986.0515,4002.7554,4.3466187,6.395874,3869.3167,0.0018286649
38,1550.8973,1680.5415,1740.4464,1774.2944,1520.2294,1714.9475,5.404846,3.3081055,1615.7195,0.08023928
39,2533.5425,2460.256,2438.7205,2330.4211,2295.2158,2431.335,10.421997,7.9519653,2496.8994,0.029350953
40,3326.2656,3649.8906,3578.295,3822.1829,3436.4426,3483.0752,9.416321,13.432861,3488.0781,0.09278032
41,2763.397,2371.3516,2560.2654,2259.603,2490.0723,2344.3032,10.67511,7.7437134,2567.3743,0.15270287
42,1707.069,1926.1141,1846.8972,2091.0996,1547.5371,1783.6066,4.430847,6.2773438,1816.5916,0.12058031
43,3197.4802,2806.096,3202.8882,2919.0676,2897.3635,2779.0017,13.420837,12.027039,3001.788,0.13038372
44,1472.0966,1625.8965,1857.5178,2140.798,1977.9865,1784.945,7.8911133,14.368591,1548.9966,0.099290036
45,417.31235,390.1077,406.17606,278.5988,563.28235,271.1499,2.1212158,3.7785645,403.71002,0.06738661
46,2097.7468,1984.615,2363.8647,2245.2478,2244.0503,2126.8647,0.60809326,2.8394775,2041.1809,0.055424698
47,874.2515,951.10443,803.7616,794.5462,547.70844,585.07874,5.692749,6.253845,912.678,0.08420594
48,2841.738,2543.3872,2430.5845,2228.6963,1359.5544,1748.2018,20.898376,18.253174,2692.5625,0.110805534
49,3145.0723,3367.241,3281.0085,3412.1985,3222.731,3275.9177,5.5756226,6.7782593,3256.1567,0.068230346
50,1481.7566,1710.081,1544.7518,1820.0464,1544.9036,1529.85,0.6015625,5.7686768,1595.9188,0.14306772
51,1343.4213,1917.2986,1371.1023,1774.1412,1400.245,1644.2682,5.0827637,8.485046,1630.3599,0.35199428
52,2761.5605,2864.2644,2743.1145,2831.817,2890.609,2912.0928,0.17297363,3.8830566,2812.9126,0.03651157
53,723.8651,829.6574,694.5654,832.96564,763.06866,717.5639,3.4481812,4.381714,776.7612,0.13619667
54,294.16537,338.98007,349.62192,330.77637,360.84583,177.96248,1.522583,1.3518677,316.57272,0.14156209
55,2781.7139,2613.307,2825.337,2685.557,2725.4412,2575.3323,0.56677246,0.5397949,2697.5103,0.062430527
56,780.23016,852.6188,886.1639,950.0189,911.68884,866.6801,4.3986816,5.6398315,816.42444,0.08866541
57,170.24153,372.803,145.64406,243.09203,106.38317,145.39114,0.9190674,3.6359863,271.52228,0.74602157
58,731.4523,549.72394,819.7699,629.1569,881.78564,719.48004,1.1147461,1.15979,640.58813,0.28368983
59,560.5899,507.26062,564.08704,564.0361,676.5441,649.1229,1.626648,0.72198486,533.9253,0.099881545
60,2319.0264,2484.334,2311.6982,2536.7441,2191.2554,2482.7463,0.003540039,5.0828247,2401.6802,0.06882999
61,2462.4658,2239.0254,2530.4866,2382.905,2294.9224,2330.673,1.4108276,1.3755493,2350.7456,0.09505088
62,430.8611,1332.1814,747.429,1345.3223,830.2624,1017.5275,4.7251587,11.177246,881.52124,1.0224601
63,1164.226,1198.5656,1410.9059,1420.8763,1295.9668,1220.4796,6.0963135,9.302612,1181.3958,0.029066974
64,3102.4114,2934.3325,3108.5608,3003.9182,2901.973,2863.8135,0.48736572,1.1654053,3018.372,0.055685267
65,3253.81,2867.008,2991.4321,2666.345,2918.3484,2637.1802,12.265503,7.93396,3060.4092,0.12638898
66,2281.792,2505.2205,2408.4739,2311.0383,2287.9724,2617.4536,6.9310303,11.299194,2393.5063,0.093347766
67,5197.5566,5068.835,5535.803,5341.3804,5286.7295,4862.9194,8.354187,11.494812,5133.196,0.025076324
68,1390.8337,1474.4084,1373.5543,1476.1592,1373.2522,1561.8909,1.1192017,3.187622,1432.6211,0.058336925
69,384.44247,571.5376,458.67447,593.5083,305.69418,609.1854,3.1973877,3.1394653,477.99005,0.39142054
70,659.6397,681.1793,708.338,731.26526,847.5681,790.22003,0.95526123,2.1658936,670.40955,0.032129034
71,1143.2854,1222.8375,1281.4724,1327.7043,1227.1077,1339.7249,0.28527832,1.8199463,1183.0615,0.06724259
72,5766.202,5578.1445,5899.215,5701.533,5797.983,5736.5454,11.784912,8.170105,5672.1733,0.03315442
73,2241.9517,2290.8452,2359.4585,2320.0256,2357.4805,2457.0518,9.16449,7.3745117,2266.3984,0.021573238
74,1307.4445,1450.6322,1465.097,1634.3458,1154.85,967.385,9.79657,13.18988,1379.0383,0.10383159
75,1010.9653,947.0095,819.0721,829.1052,1014.6618,1046.6884,2.1941528,1.9616699,978.9874,0.06532847
76,1546.6052,1811.3066,1730.7656,1975.7751,1503.499,1688.1346,1.369873,4.5408325,1678.9559,0.15765835
77,1406.234,1238.9885,1319.2793,1217.9905,933.76965,1069.5319,4.9056396,0.9921875,1322.6113,0.12645097
78,1088.4918,1240.2634,1315.6118,1564.1852,1277.4246,1252.1698,1.739685,7.6948853,1164.3777,0.13034569
79,642.1399,556.8986,885.1156,855.6895,783.64325,642.6982,2.5595093,2.2785645,599.5193,0.14218271
80,1390.4482,1196.5001,1331.4966,1156.1388,852.1064,856.3342,6.9470825,6.8790894,1293.4741,0.14994356
81,1442.7084,1340.1147,1544.2316,1529.9232,1560.231,1332.0293,1.7479858,1.4644165,1391.4116,0.073733486
82,2500.7798,2698.1912,2414.8838,2466.807,2423.4258,2529.1125,3.948059,6.397156,2599.4854,0.07594249
83,1179.1884,1361.6243,1412.7621,1639.8796,1110.5287,1026.7239,5.829834,8.521362,1270.4062,0.14360438
84,4431.9346,4049.9065,4242.944,3886.8438,3354.6282,3274.3215,24.863953,20.039795,4240.9204,0.09008141
85,1387.6355,1220.8464,1306.4302,1242.9808,946.0656,833.99896,6.10437,4.573242,1304.241,0.1278821
86,1156.6846,1033.5168,1169.0653,1067.0465,1055.4526,965.3793,2.406311,3.812622,1095.1007,0.112471595
87,1872.9314,1730.0593,1912.8668,1817.331,1917.8308,1749.0312,1.6801147,0.51226807,1801.4954,0.07930749
88,1351.1438,1376.9576,1391.2637,1424.073,1392.168,1383.4941,1.68573,0.2919922,1364.0508,0.0189244
89,1821.5062,1474.7494,1694.284,1469.8883,1493.9617,1342.6555,8.050598,6.6585083,1648.1278,0.21039438
90,1239.0502,996.1503,1123.3447,954.2791,826.79517,736.8,8.82489,8.802368,1117.6002,0.21734054
91,1205.9346,1143.4031,1215.6392,1117.0276,1101.3547,1048.6495,5.732971,6.635193,1174.6688,0.053233296
92,1915.0337,1804.804,1919.0233,1838.7072,1928.2386,1852.168,3.3278198,2.041687,1859.9188,0.059265886
93,306.6342,256.457,414.0348,300.96005,560.8475,523.99243,1.725647,0.79888916,281.5456,0.17822047
94,616.06085,511.3509,660.30054,504.38794,804.4346,657.6862,0.03869629,0.9342041,563.7059,0.18575282
95,1194.3136,922.3881,1113.4993,925.52625,1014.6698,899.1163,0.34851074,1.6270752,1058.3508,0.2569332
96,1362.1652,1717.6504,1147.9022,1392.0558,1045.1981,1358.2411,4.91333,6.649658,1539.9077,0.2308484
97,863.44055,599.15765,850.9362,677.35944,777.7267,643.1678,0.48406982,0.111450195,731.2991,0.36138827
98,505.21057,243.7404,288.04166,252.69104,314.52203,212.91731,0.9458618,1.0031738,374.4755,0.6982303
99,623.0531,750.5682,806.584,853.12054,687.342,671.4439,2.6489868,4.84729,686.81067,0.18566263
100,2420.55,2804.1208,2716.5789,2784.0662,3134.041,3087.8184,4.451538,8.967957,2612.3354,0.1468306
101,3678.3965,3331.0266,3604.036,3401.614,3559.8364,3311.0083,2.5628052,3.5997314,3504.7114,0.09911511
102,245.57022,720.52466,507.93173,871.90894,702.57684,905.2305,1.3362427,1.1227417,483.04742,0.98324597
103,3494.362,3627.4297,3444.8425,3352.4268,3486.0789,3139.5327,20.476868,20.747131,3560.896,0.037369143
104,5827.2725,4937.48,6157.423,5325.142,4401.069,3729.5874,30.886108,29.599487,5382.376,0.16531593
105,2168.8464,2487.087,2310.5613,2577.588,2098.4446,2177.6926,7.198303,10.539734,2327.9668,0.1367032
106,2657.8513,2655.8425,2715.899,2735.3818,2488.442,2551.7485,2.819397,2.5825806,2656.847,0.0007560801
107,1650.6594,1463.3612,1765.8184,1614.1365,1372.853,1286.7574,11.140137,9.275574,1557.0103,0.120293505
108,5762.833,5657.8804,5821.1973,5665.4736,5763.5166,5661.549,4.9867554,3.6066895,5710.3564,0.01837935
109,1051.4438,1232.5674,1149.8253,1357.005,698.4704,911.8582,1.3375244,4.679016,1142.0056,0.15860127
110,3071.57,3055.4014,3486.912,3476.6714,2844.19,2775.4214,12.297791,14.792297,3063.4858,0.0052778767
111,2300.2903,1468.554,2327.5598,1660.6531,1721.8785,1374.3126,14.074585,8.63324,1884.4221,0.44137475
112,1143.1361,375.6534,1181.8616,704.7932,915.762,873.92053,9.376709,4.289673,759.3948,1.0106504
113,574.10016,565.21136,287.16415,320.74866,694.59406,440.689,3.8181152,2.6311035,569.65576,0.015603798
114,2377.0312,1993.7848,2467.066,2149.5593,1792.7063,1660.6255,7.3016357,6.933716,2185.408,0.17536609
115,4925.195,4904.9043,5055.6553,4959.3945,4828.6826,4852.8535,4.1105957,2.1676025,4915.05,0.0041282447
