frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,2166.0264,2816.6814,2275.382,2693.2854,2813.1511,3224.6587,7.4344482,5.567932,2491.354,0.26116523
2,5420.271,5134.0205,5504.0024,5290.1616,5789.138,5369.5757,10.732239,9.760498,5277.1455,0.054243434
3,1422.1503,1526.6726,1445.2499,1463.1383,1392.5881,1466.5114,1.2108154,1.7588501,1474.4114,0.070890896
4,3299.4204,3280.6084,3463.9744,3463.4607,3588.997,3475.092,4.317688,5.975281,3290.0144,0.0057179118
5,831.60767,922.5326,865.03064,953.3973,817.7798,966.179,2.064392,0.6121826,877.0701,0.103668936
6,1551.0698,1414.0846,1631.6302,1491.9585,1692.3239,1429.8323,6.9422607,5.9888916,1482.5771,0.0923967
7,396.43256,527.2683,350.9674,432.1721,393.37268,424.50873,0.93182373,2.8110352,461.85043,0.28328598
8,1561.3698,1428.485,1498.0297,1386.766,1535.5739,1459.403,1.4232178,0.009155273,1494.9274,0.08889045
9,2240.656,2404.4084,2215.254,2419.1975,2071.4316,2418.5977,9.286804,5.903015,2322.5322,0.07050599
10,4555.149,4699.735,4706.6772,4764.587,4641.6436,4734.354,2.4919434,5.9448853,4627.442,0.031245327
11,560.97186,661.9422,681.6742,656.5318,634.52496,621.1346,3.1118164,4.5359497,611.45703,0.16513072
12,7324.7153,6997.244,7434.4634,7183.5864,7857.4517,7292.5693,13.4422,11.731628,7160.9795,0.045729943
13,2504.9966,2285.7676,2496.6423,2323.189,2448.9287,2295.5881,6.0214233,5.708252,2395.382,0.09152152
14,484.51117,671.4866,416.70132,615.63727,273.94257,307.38287,0.44970703,1.0800781,577.9989,0.32348746
15,2007.409,2113.704,2133.517,2187.265,2096.135,2163.3284,2.4000854,3.7923584,2060.5566,0.051585596
16,821.0712,764.2887,816.4157,782.0933,854.2959,793.0829,3.0101929,3.3241577,792.67993,0.07163362
17,840.238,979.3527,932.96576,1030.9542,917.97284,1041.3005,0.71698,1.1728516,909.79535,0.15290773
18,2569.317,2606.3352,2657.0176,2666.6904,2667.0046,2624.4756,3.9119263,1.4533081,2587.8262,0.014304791
19,1754.5822,1576.5754,1839.1405,1702.4852,2013.6658,1721.4807,1.0601196,2.0909424,1665.5789,0.10687378
20,629.95654,610.77466,602.3547,573.4354,588.71466,528.9857,1.6577759,0.73321533,620.3656,0.030920291
21,783.1428,762.6504,861.48627,865.7569,846.24414,711.1945,3.727356,3.5333862,772.8966,0.026513807
22,873.032,987.8467,912.60596,997.2336,973.0918,1093.6296,0.8991699,1.3370361,930.43933,0.12339837
23,2132.2349,2400.723,2216.618,2416.0593,2250.9229,2541.3816,4.857727,2.61969,2266.479,0.11846041
24,5013.22,4662.4097,5317.166,5056.54,5263.673,4721.542,12.535645,11.812317,4837.815,0.07251426
25,3371.5747,3623.8547,3485.8635,3699.4067,3400.3953,3601.43,6.779419,6.9432373,3497.7148,0.072127104
26,1833.2318,1703.5607,1934.2827,1831.3998,1927.284,1752.9628,1.6994019,2.5043335,1768.3962,0.073326975
27,454.5316,482.8624,498.79498,501.2724,538.2954,454.59164,0.12109375,0.2838745,468.697,0.060445897
28,464.209,440.13287,449.34338,461.55624,476.09433,465.5011,2.0013428,2.1872559,452.17096,0.05324566
