frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,2928.363,3308.8079,2521.757,2791.0815,2158.266,2515.713,20.912231,25.267395,3118.5854,0.12199275
2,2120.61,2239.3718,1920.3442,2032.6921,1838.0294,2317.2532,7.727173,8.96637,2179.991,0.05447808
3,2156.8315,1626.8726,2447.1624,1797.6075,1781.5154,1559.7518,14.854004,10.836121,1891.852,0.28012708
4,1385.6653,981.13824,1625.6738,1122.3425,1149.7665,1101.9744,12.894653,7.0841064,1183.4017,0.34183407
5,4205.352,3944.8572,4455.3315,4089.45,3126.9463,3213.8223,16.401611,14.089844,4075.1045,0.063923486
6,1081.5538,1039.6581,1090.1495,1107.3173,954.5942,966.331,4.01355,3.0065918,1060.606,0.03950171
7,587.27277,253.04572,425.02164,276.8715,389.8834,291.12244,3.2730103,0.291687,420.15924,0.7954771
8,1350.6904,1482.8805,1369.5642,1488.8569,1282.9049,1293.4825,3.8218384,3.656067,1416.7854,0.093302816
9,1175.3029,551.7895,1078.3997,596.2778,294.67352,568.2537,11.45929,6.829651,863.54614,0.72203827
10,1484.3948,941.4994,1313.2703,1003.4143,1162.7527,878.8934,4.691101,2.4329834,1212.947,0.44758376
11,1291.0992,1289.0786,1351.2231,1370.0033,1179.5542,1369.3792,4.262146,3.93573,1290.0889,0.0015662719
12,4132.3687,4502.6265,3961.9207,4440.2554,4006.4,4593.264,23.503723,14.949524,4317.4976,0.0857575
13,1621.5996,1445.9142,1443.1372,1355.017,1163.5564,1071.6954,7.571167,7.603943,1533.7568,0.114545815
14,601.70715,549.54565,808.7638,770.9281,818.68756,867.96326,3.572876,2.454895,575.6264,0.090616934
15,1444.3866,1437.9149,1475.5609,1459.9675,1398.52,1342.4926,1.992981,2.758545,1441.1508,0.0044906335
16,839.64484,931.6662,859.78064,875.0804,807.5635,786.6494,0.98828125,2.6392822,885.6555,0.10390198
17,597.91223,758.195,535.2812,647.0204,598.6541,695.7756,0.727417,2.4172363,678.0536,0.2363866
18,898.31067,704.0211,809.64996,654.1071,711.2916,579.13635,1.5877075,2.621643,801.1659,0.24250852
19,653.66986,735.21124,746.61633,822.2511,771.4847,802.6123,2.850586,3.9085693,694.44055,0.11742025
20,789.1133,705.0221,729.7332,666.6376,589.8904,579.9585,2.432251,2.8180542,747.0677,0.11256167
21,4092.096,3735.369,4087.9602,3755.0945,3854.238,3660.952,11.034912,15.68158,3913.7324,0.091147535
22,1398.4857,1493.9065,1330.3146,1477.2529,1081.5538,1034.9423,5.923767,8.613525,1446.196,0.065980524
23,3083.0798,2835.0083,3515.8977,3347.6147,2517.2217,2309.7832,20.333862,23.63269,2959.044,0.08383503
24,3699.9163,3479.7205,3704.7764,3351.0632,3524.29,3014.3008,10.319336,15.397034,3589.8184,0.06133898
25,3105.4653,3072.9429,3184.7996,3254.2417,2848.5276,2622.4888,10.951965,8.943176,3089.204,0.01052778
26,3151.426,2994.4387,3102.3992,2959.4043,2779.9697,2712.3074,3.9257812,3.4274902,3072.9324,0.051087134
27,1794.1616,2330.2239,1913.9912,2261.1624,1770.4769,2179.0256,4.462158,5.141968,2062.1929,0.2599477
28,1884.8623,1863.9983,2075.2935,1796.5316,1854.609,1310.0206,5.8203735,12.921692,1874.4303,0.011130856
29,3378.0852,2995.4187,3380.576,2965.8909,2898.3208,2762.56,7.7836914,9.336426,3186.752,0.12008042
30,714.3545,477.1558,468.2018,318.8505,206.23206,152.53258,6.64917,5.432312,595.7551,0.39814797
