frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,7166.169,6566.766,7452.6396,6855.4854,7681.3267,6937.688,1.392273,3.541687,6866.468,0.087294206
2,8238.929,8210.967,8347.666,8215.956,8609.066,8072.5757,16.983582,20.613464,8224.947,0.0033996466
3,2299.0593,2393.85,2320.544,2344.2944,2388.9526,2296.9868,3.9279785,5.300293,2346.4546,0.040397447
4,5432.152,5375.1963,5713.8374,5636.6597,5991.59,5652.672,16.635986,19.015198,5403.674,0.010540157
5,2367.724,2284.9622,2473.1162,2423.1738,2595.0405,2459.071,3.241272,3.517395,2326.3433,0.03557599
6,3128.9731,3052.631,3304.285,3215.3745,3451.7908,3210.7646,6.790344,8.1310425,3090.8022,0.02469975
7,1082.129,1113.5304,1122.3705,1107.4487,1153.7311,1075.5118,3.6038818,3.7080078,1097.8297,0.028603131
8,550.34686,573.117,520.0492,544.7804,571.5179,568.43304,0.36846924,0.9002075,561.73193,0.040535603
9,4534.9473,4655.288,4577.537,4615.494,4620.6953,4503.248,14.343262,15.538513,4595.1177,0.026188845
10,313.6675,173.75632,346.216,213.05574,302.906,222.1511,0.27398682,0.4741211,243.71191,0.57408434
11,1263.3114,1188.4233,1270.8447,1124.2865,1425.4727,1061.5099,3.402832,4.946289,1225.8674,0.061089855
12,3112.6816,3195.4495,3402.5786,3487.957,3629.6196,3636.0728,5.5612793,7.895508,3154.0654,0.026241632
13,2464.7185,2434.4092,2390.9429,2326.2607,2382.921,2263.3774,4.993042,5.164856,2449.564,0.012373355
14,296.8681,332.1035,314.54382,296.1155,287.14804,259.08685,0.9136963,0.69818115,314.48578,0.11204126
15,103.776085,186.33308,86.110886,189.92433,126.08265,174.38644,0.77783203,0.2937622,145.05458,0.56914437
16,412.76624,458.7049,431.3998,426.3784,416.23114,418.61923,0.35205078,0.71221924,435.73557,0.10542784
17,626.7772,721.80396,622.39996,679.3798,490.3644,521.69745,2.894043,2.8025513,674.2906,0.14092846
18,1270.1248,1307.8279,1301.1813,1290.5385,1302.3022,1259.5254,1.2861328,2.0096436,1288.9763,0.029250441
19,937.47626,1019.69574,933.1497,946.51483,855.5737,870.4022,2.2398682,2.8151245,978.586,0.084018655
