frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,4515.0767,3524.4346,4534.927,3769.1794,3500.3618,3298.215,33.371216,22.070068,4019.7556,0.24644336
2,1456.6589,1622.3335,1557.8911,1588.9333,1339.988,1797.7247,6.5945435,4.82605,1539.4962,0.10761609
3,1030.0103,549.8741,1075.7233,626.0818,1036.3502,584.59015,3.5075073,1.7420654,789.94214,0.6078118
4,1018.7821,1071.8347,1037.3447,1077.6093,1060.1152,1133.9941,2.8937378,1.7720337,1045.3083,0.050753076
5,958.74243,903.8374,960.32605,890.43036,877.12646,873.15674,4.331543,2.109192,931.2899,0.058955893
6,534.7846,679.11145,673.1129,808.0106,504.49786,549.8225,3.9572754,4.088196,606.948,0.23779112
7,892.1686,770.9577,879.43427,777.7015,876.5695,789.6622,3.7508545,3.0114746,831.5631,0.1457627
8,1837.5896,1665.1527,1910.3724,1762.7194,1622.3976,1596.8031,10.164673,8.261353,1751.3711,0.09845822
9,1796.2368,1740.3981,1923.7017,1898.7141,1878.1979,1918.5768,3.902649,4.2440186,1768.3174,0.031577334
10,1059.5016,1333.4772,1098.3921,1325.1544,1023.48114,1274.8478,5.7192993,5.618469,1196.4894,0.22898288
11,1946.0126,1880.9282,2016.2721,1966.9363,1939.9921,1899.7994,7.7004395,8.186951,1913.4705,0.034013774
12,3731.947,4063.1152,3784.1042,3964.5293,3631.8687,4038.1653,4.3518066,2.0473633,3897.5312,0.084968716
13,2357.1091,2445.87,2369.3472,2412.4004,2337.176,2443.684,1.5749512,0.47625732,2401.4897,0.036960803
14,522.5695,351.47794,517.9729,331.97464,414.09155,292.67212,5.5337524,4.364685,437.02374,0.39149266
15,656.79913,763.9355,686.5735,760.4313,668.51465,776.20764,2.7375488,3.0350342,710.3673,0.15081824
16,451.41983,367.57452,528.98413,320.173,459.054,377.24088,4.8601685,4.215027,409.4972,0.20475185
17,1306.2257,1370.1934,1288.1696,1310.6049,1388.5018,1345.0563,0.5965576,0.10784912,1338.2095,0.047800925
18,1809.9642,1807.8557,1820.6606,1809.0676,1791.7183,1768.7421,5.5092163,6.013611,1808.9099,0.0011656304
19,419.2001,295.92725,389.11755,305.6468,339.49158,268.4855,0.6885376,1.1117554,357.56366,0.3447578
20,1226.0875,700.25476,1369.2346,603.3064,1030.2853,593.1433,9.814758,6.227844,963.17114,0.5459391
21,1671.2874,1370.6139,1932.0319,1422.5862,1327.7972,1156.592,12.222473,7.060486,1520.9507,0.19768785
22,707.39526,728.1826,767.6185,785.59357,688.7219,816.7996,2.0353394,1.4049072,717.78894,0.02896026
23,1423.2416,1350.1012,1450.7855,1356.0767,1532.8926,1355.9491,1.9576416,3.6968994,1386.6714,0.052745286
24,5680.347,5954.592,5971.427,5965.2866,5712.7954,6010.5024,14.810974,6.7960815,5817.4697,0.047141567
25,1695.0225,1970.509,1647.3413,1844.5581,1451.2048,1860.4882,11.203796,7.8067017,1832.7657,0.15031193
26,991.6201,636.97906,1008.7121,732.7288,976.79443,721.44507,0.008483887,0.3338623,814.29956,0.4355167
27,855.8639,724.2446,867.20166,756.402,647.84265,655.89886,3.2694092,1.8272705,790.05426,0.16659522
28,432.00443,688.72797,526.53674,748.3001,438.95435,753.95624,0.92596436,1.4364624,560.3662,0.4581353
29,124.92462,134.29616,117.0517,96.56735,203.52586,242.45483,0.25463867,0.12884521,129.61038,0.07230544
30,1003.3881,871.5292,1056.9489,937.7722,845.53235,752.84485,4.274292,4.105713,937.4586,0.14065576
31,1027.9536,989.2588,1063.4082,1042.1783,1032.0278,1022.7325,1.0263062,0.24957275,1008.6062,0.03836465
32,1171.1785,877.9762,1136.0944,947.86346,1031.0845,874.15283,2.3778076,2.6674194,1024.5774,0.286169
33,1398.6267,1110.2174,1510.2667,1184.9764,1349.1151,1226.5344,3.878296,2.5931396,1254.4221,0.22991407
34,758.9347,688.2008,835.9434,660.4747,767.12164,732.48834,3.8974,2.4867554,723.56775,0.0977571
35,440.01666,451.0043,421.80576,400.24097,419.47482,381.6074,0.31237793,0.11340332,445.5105,0.024663033
36,4220.2256,4651.401,4469.328,4606.2544,4350.231,4895.942,5.493103,1.2477417,4435.8135,0.09720321
37,1706.5717,1312.6301,1686.8645,1244.1461,1390.3405,1259.5394,9.428955,5.874634,1509.6008,0.26095742
38,1019.8773,1072.8925,1062.2241,1058.7529,1040.8075,1087.1324,0.24932861,1.1498413,1046.3849,0.050665043
39,374.11865,415.03268,397.66055,437.87476,343.7905,452.28168,3.7365723,3.375,394.57568,0.10369121
40,473.90048,561.37524,477.4147,552.1762,577.1751,488.11584,0.8895874,0.015136719,517.6379,0.16898833
41,886.1595,754.9174,907.08185,786.6587,936.2863,748.16876,0.36309814,1.8444824,820.53845,0.15994628
42,1424.5698,1103.9624,1591.289,1096.9634,1270.6903,960.0218,8.539612,7.378784,1264.2661,0.25359172
43,168.34154,56.4835,169.44849,94.83398,193.86824,187.08029,1.5263062,0.555542,112.41252,0.99506736
44,755.5023,698.5409,791.08154,775.84576,739.4479,763.4705,3.8586426,2.977539,727.0216,0.07834902
45,914.55444,1102.9083,974.44086,1137.1523,1010.6062,1164.8308,2.348877,2.1279297,1008.7314,0.18672353
46,941.342,1056.9503,1057.1526,1087.5214,1114.4329,1154.3114,0.6437378,0.53845215,999.1461,0.11570714
47,529.12274,385.98022,525.0389,362.45236,555.32513,390.2118,1.0043945,1.1642456,457.55148,0.3128446
48,1681.8477,1925.4666,1760.2283,1739.5576,1318.817,1499.5352,13.089722,12.0372925,1803.6571,0.13506941
49,2045.9154,2113.005,2285.6177,2100.4417,2080.6245,2089.7249,13.13855,10.4557495,2079.4602,0.03226293
50,1380.8754,1533.9208,1402.5006,1473.8495,1287.5087,1390.8436,6.161316,6.0317383,1457.3981,0.105012774
51,427.2154,358.34592,409.15564,352.34427,388.81506,371.23297,1.1991577,0.2107544,392.78064,0.17533827
52,977.852,976.6917,1007.8067,1007.59344,1060.4891,1031.2474,1.4597168,0.36743164,977.27185,0.0011872626
53,935.49054,897.7369,967.1171,927.483,980.00494,929.3613,0.2508545,0.18487549,916.6137,0.04118819
54,1159.2208,1203.1594,1198.0192,1174.7545,1209.0365,1141.129,4.819214,5.071594,1181.1902,0.03719858
55,217.81554,159.44324,211.75676,137.0087,170.06296,181.42131,0.1630249,1.1403809,188.6294,0.30945495
56,475.79303,486.20163,577.9477,553.2105,522.0277,623.1349,0.23791504,0.9371948,480.9973,0.02163962
57,885.4947,783.8046,961.50616,864.2443,821.0766,730.43176,5.862732,6.084961,834.64966,0.12183563
58,139.15038,364.07608,178.2454,357.23132,189.10887,294.76157,0.9536133,1.425354,251.61322,0.89393437
59,1908.9906,1841.5765,1968.2922,1876.3275,2020.7745,1846.1141,3.8762817,4.9275513,1875.2836,0.03594873
60,5469.6416,5615.6616,5560.134,5423.4727,5697.4146,5561.9697,1.2838135,4.9347534,5542.6514,0.026344797
61,1659.8291,1903.1329,1737.9513,1784.0084,1707.9885,1772.0669,3.6466675,1.1970825,1781.481,0.13657391
62,875.63794,889.7919,865.12823,849.3754,849.346,848.8981,1.3795776,1.2138672,882.7149,0.016034544
63,231.91391,200.61983,253.66664,234.66083,208.7055,234.40273,1.6179199,1.6031494,216.26688,0.14470123
64,413.53134,407.79797,481.6291,443.49844,270.81598,128.13576,0.416687,0.32336426,410.66467,0.013961191
65,844.5747,1044.2738,794.3803,891.4478,784.5624,881.7555,2.4179688,2.5765991,944.42426,0.21145062
66,393.07678,352.18292,394.28513,354.97113,396.38928,439.40234,0.9460449,0.5853882,372.62985,0.109743915
67,1310.8029,1251.6964,1323.9559,1219.2627,1431.6498,1283.285,1.4195557,2.1986694,1281.2496,0.04613187
68,1258.617,1318.2091,1291.5052,1220.1595,1303.2618,1247.0997,1.7115479,2.8129272,1288.4131,0.046252374
69,690.8639,669.9927,711.7263,691.0715,726.14923,565.89966,2.7114868,3.5718384,680.4283,0.030673645
70,787.8501,887.8104,840.6434,925.7575,796.5384,878.76587,3.8950195,3.84552,837.83026,0.11930857
71,747.2965,732.06793,770.66925,698.44995,831.49915,575.2792,0.70458984,0.47418213,739.68225,0.020587998
72,2381.58,2019.6929,2508.051,1987.148,2386.8542,1717.8036,15.241272,10.359985,2200.6365,0.1644466
73,1379.1226,1707.4336,1523.3486,1601.7986,1417.6074,1165.9209,1.4785767,1.8657227,1543.2781,0.21273614
74,633.84686,504.58527,627.49005,541.3477,677.36053,545.42285,1.5125122,1.6154175,569.21606,0.22708705
75,793.08325,747.11786,765.39557,741.30066,751.1365,599.2872,3.178955,4.412842,770.1006,0.059687518
76,1823.8075,1726.7137,1881.8531,1650.9644,2006.3851,1757.0992,2.5742188,3.0742798,1775.2606,0.054692674
77,2228.5557,2215.9854,2304.3167,2292.2363,2259.632,2220.0906,4.0751343,5.015808,2222.2705,0.0056565176
78,1983.8073,1923.9464,2068.2751,2026.2178,2119.3962,1897.2646,3.9240112,5.814209,1953.8768,0.030636957
79,912.3854,950.52045,948.7638,945.0364,1056.628,974.7926,2.5790405,2.7265625,931.4529,0.04094149
