frame_index,left_toe_speed,right_toe_speed,left_ankle_speed,right_ankle_speed,left_knee_speed,right_knee_speed,left_toe_vertical_delta,right_toe_vertical_delta,toe_tapping_rate_proxy,toe_lr_asymmetry
1,6712.7646,6163.9043,6443.652,6097.9375,6467.3877,6265.085,4.078003,4.7615967,6438.3345,0.08524881
2,1416.5288,488.60373,1008.701,166.8317,1025.8981,294.91602,1.203125,4.0790405,952.5663,0.97413176
3,4874.897,4522.5366,3656.0442,3910.3257,3547.1616,3805.73,0.031982422,4.369934,4698.717,0.074990764
4,1626.4662,1028.4844,1252.326,867.5201,1504.0638,1019.9296,8.536377,2.7822876,1327.4753,0.45046547
5,8480.676,8624.357,8167.888,8345.862,8204.208,8326.921,7.206238,1.973938,8552.517,0.016799925
6,3833.2522,3584.4592,3986.865,4005.635,3880.3809,3761.5356,13.206421,13.976318,3708.8557,0.06708079
7,996.3935,1047.569,898.3326,965.6135,712.7203,877.4543,4.1567993,8.268494,1021.9812,0.05007477
8,1194.5745,848.65753,1255.188,1050.0,1185.5122,1053.6241,2.2636719,1.0159302,1021.61597,0.3385978
9,1202.0781,1053.2351,1164.864,1130.3635,1051.0265,978.21906,4.9874268,5.897217,1127.6566,0.1319932
10,1549.2969,2201.848,1554.5826,2314.48,1552.4044,2047.1245,3.5222778,4.5252075,1875.5724,0.347921
11,1539.7423,1043.3175,1370.0142,1431.9929,1195.372,1059.1189,1.68219,6.2248535,1291.5299,0.38436958
12,1365.4744,1578.9879,1077.446,1244.7919,1058.4015,1597.8607,6.9712524,11.008972,1472.2312,0.14502719
13,786.96326,739.8793,1092.8113,875.7524,970.7648,880.0494,5.691101,3.9441528,763.42126,0.06167497
14,1294.303,1604.5089,1296.7498,1675.0457,1347.7345,1523.4528,1.5464478,3.9278564,1449.406,0.2140228
15,3680.914,3713.4036,3453.0356,3533.3367,3401.3196,3535.8438,0.6859741,0.69628906,3697.1587,0.008787694
16,2395.1724,864.9507,1866.1547,1440.36,1674.4452,1178.0414,8.484741,5.6707764,1630.0615,0.93875086
17,2709.7925,1147.6846,1945.2495,1098.7722,2102.4805,924.2709,7.20813,2.5217896,1928.7385,0.8099117
